artist,song,date,rank,weeks-on-board
The Pussycat Dolls Featuring Nicole Scherzinger,Hush Hush,2009-09-05,73,9
The Pussycat Dolls Featuring Snoop Dogg,Buttons,2006-12-16,3,30
The Pussycat Dolls Featuring Timbaland,Wait A Minute,2007-03-24,28,17
The Pussycat Dolls Featuring will.i.am,Beep,2006-06-17,13,20
The Pyramids,Penetration,1964-04-04,18,10
The Quarter Notes,Record Hop Blues,1959-03-23,82,1
The Quin-Tones,Down The Aisle Of Love,1958-11-03,20,12
The Raconteurs,"Steady, As She Goes",2006-10-07,54,20
The Radiants,Father Knows Best,1962-11-03,100,1
The Radiants,Voice Your Choice,1965-02-20,51,9
The Raelets/Ray Charles Orchestra,One Hurt Deserves Another,1967-05-20,76,6
The Raeletts,Bad Water,1971-06-05,58,13
The Raes,A Little Lovin' (Keeps The Doctor Away),1979-02-10,61,9
The Rag Dolls,Dusty,1965-02-27,55,6
The Rag Dolls,Society Girl,1964-09-26,91,3
The Raiders,Birds Of A Feather,1971-11-13,23,10
The Raiders,Country Wine,1972-03-04,51,6
The Raiders,Indian Reservation (The Lament Of The Cherokee Reservation Indian),1971-09-04,1,22
The Raiders,Just Seventeen,1970-03-07,82,3
The Raiders,Love Music,1973-03-03,97,5
The Raiders,Powder Blue Mercedes Queen,1972-07-08,54,8
The Raiders,Song Seller,1972-11-04,96,3
The Raindrops,Book Of Love,1964-04-25,62,7
The Raindrops,One More Tear,1964-09-12,97,1
The Raindrops,That Boy John,1964-01-18,64,8
The Raindrops,The Kind Of Boy You Can't Forget,1963-10-19,17,11
The Raindrops,What A Guy,1963-06-15,41,8
The Rainy Daze,That Acapulco Gold,1967-04-01,70,4
The Ramblers,Father Sebastian,1964-08-29,86,4
The Ramblers,Rambling,1960-12-26,73,4
The Ramones,Sheena Is A Punk Rocker,1977-09-24,81,13
The Ran-Dells,Martian Hop,1963-10-26,16,13
The Rascals,A Beautiful Morning,1968-07-06,3,13
The Rascals,A Ray Of Hope,1969-01-25,24,8
The Rascals,Carry Me Back,1969-10-25,26,8
The Rascals,Glory Glory,1970-08-29,58,6
The Rascals,Heaven,1969-03-15,39,6
The Rascals,Hold On,1970-02-14,51,7
The Rascals,Love Me,1971-07-17,95,4
The Rascals,People Got To Be Free,1968-10-19,1,14
The Rascals,See,1969-07-12,27,8
The Rationals,Respect,1966-11-26,92,3
The Rattles,The Witch,1970-07-25,79,5
The Ray Charles Orchestra,Booty Butt,1971-06-05,36,12
The Ray Charles Singers,Al-Di-La,1964-08-15,29,6
The Ray Charles Singers,Love Me With All Your Heart (Cuando Calienta El Sol),1964-07-18,3,15
The Ray Charles Singers,"Move Me, O Wondrous Music",1970-06-13,99,1
The Ray Charles Singers,One More Time,1965-01-16,32,10
The Ray Charles Singers,This Is My Prayer,1965-03-20,72,4
The Ray Charles Singers,Till The End Of Time,1964-10-03,83,3
The Ray Conniff Singers,Invisible Tears,1964-09-19,57,10
The Rays,Magic Moon (Clair De Lune),1961-10-02,49,8
The Rays,Mediterranean Moon,1960-02-01,95,2
The Razor's Edge,Let's Call It A Day Girl,1966-09-10,77,7
The Ready Set,Love Like Woe,2011-01-15,27,21
The Real Thing,You To Me Are Everything,1976-09-04,64,8
The Rebel Pebbles,Dream Lover,1991-06-22,42,10
The Rebels,Wild Weekend,1963-04-20,8,17
The Records,Starry Eyes,1979-11-03,56,6
The Red Jumpsuit Apparatus,Face Down,2007-06-16,24,43
The Red Jumpsuit Apparatus,Pen & Paper (Something Typical),2009-01-24,75,1
The Reddings,(Sittin' On) The Dock Of The Bay,1982-08-07,55,9
The Reddings,Remote Control,1981-02-07,89,13
The Redjacks,Big Brown Eyes,1958-09-22,84,2
The Reflections,(Just Like) Romeo & Juliet,1964-06-27,6,12
The Reflections,Like Columbus Did,1964-07-11,96,1
The Reflections,Poor Man's Son,1965-04-10,55,5
The Reflections,Three Steps From True Love,1975-08-02,94,4
The Regents,Barbara-Ann,1961-07-17,13,10
The Regents,Runaround,1961-08-21,28,7
The Rembrandts,I'll Be There For You/This House Is Not A Home,1996-02-10,17,20
The Rembrandts,Johnny Have You Seen Her?,1992-12-19,54,8
The Rembrandts,"Just The Way It Is, Baby",1991-06-15,14,19
The Rembrandts,Someone,1991-07-27,78,10
The Rentals,Friends Of P.,1995-12-23,82,3
The Replacements,I'll Be You,1989-06-10,51,10
The Revels,Midnight Stroll,1959-12-21,35,10
The Revivalists,Wish I Knew You,2017-10-14,84,9
The Ribbons,Ain't Gonna Kiss Ya,1963-02-23,81,4
The Righteous Brothers,(You're My) Soul And Inspiration,1966-05-28,1,13
The Righteous Brothers,Bring Your Love To Me,1965-02-13,83,3
The Righteous Brothers,Dream On,1974-12-28,32,8
The Righteous Brothers,Ebb Tide,1966-01-29,5,9
The Righteous Brothers,Georgia On My Mind,1966-03-05,62,5
The Righteous Brothers,Give It To The People,1974-11-02,20,9
The Righteous Brothers,Go Ahead And Cry,1966-09-10,30,6
The Righteous Brothers,He,1966-07-23,18,8
The Righteous Brothers,He Will Break Your Heart,1966-06-04,91,1
The Righteous Brothers,Hung On You,1965-08-28,47,7
The Righteous Brothers,Just Once In My Life,1965-06-19,9,11
The Righteous Brothers,Justine,1965-07-17,85,3
The Righteous Brothers,Little Latin Lupe Lu,1963-06-22,49,7
The Righteous Brothers,Melancholy Music Man,1967-05-27,43,6
The Righteous Brothers,My Babe,1963-10-19,75,7
The Righteous Brothers,On This Side Of Goodbye,1966-12-03,47,6
The Righteous Brothers,Rock And Roll Heaven,1974-09-14,3,17
The Righteous Brothers,Stranded In The Middle Of Noplace,1967-10-21,72,4
The Righteous Brothers,Unchained Melody,1991-03-23,4,25
The Righteous Brothers,You Can Have Her,1965-06-05,67,5
The Righteous Brothers,You've Lost That Lovin' Feelin',1965-03-27,1,16
The Rings,Let Me Go,1981-04-04,75,5
The Rinky-Dinks,Early In The Morning,1958-09-29,24,9
The Rip Chords,Gone,1963-09-07,88,4
The Rip Chords,Here I Stand,1963-05-18,51,8
The Rip Chords,Hey Little Cobra,1964-03-14,4,14
The Rip Chords,One Piece Topless Bathing Suit,1964-08-08,96,1
The Rip Chords,Three Window Coupe,1964-06-20,28,9
The Ritchie Family,Brazil,1975-11-29,11,18
The Ritchie Family,I Want To Dance With You (Dance With Me),1975-12-27,84,4
The Ritchie Family,The Best Disco In Town,1977-01-08,17,20
The Rivieras,California Sun,1964-03-28,5,10
The Rivieras,Count Every Star,1958-09-15,73,4
The Rivieras,Let's Have A Party,1964-05-30,99,1
The Rivieras,Little Donna,1964-05-16,93,3
The Rivieras,Moonlight Serenade,1959-04-20,47,11
The Rivieras,Rockin' Robin,1964-09-19,96,3
The Rivieras,Since I Made You Cry,1960-02-01,93,3
The Rivingtons,Papa-Oom-Mow-Mow,1962-10-06,48,8
The Rivingtons,The Bird's The Word,1963-05-25,52,7
The Road Apples,Let's Live Together,1976-01-24,35,14
The Robert Cray Band,Don't Be Afraid Of The Dark,1988-10-29,74,6
The Robert Cray Band,Right Next Door (Because Of Me),1987-06-20,80,6
The Robert Cray Band,Smoking Gun,1987-05-09,22,14
The Roc Project Featuring Tina Arena,Never (Past Tense),2003-12-13,97,5
The Rock Heroes,All Summer Long,2009-01-31,29,15
The Rockin R's,The Beat,1959-05-11,57,8
The Rocky Fellers,Killer Joe,1963-06-15,16,13
The Rocky Fellers,Like The Big Guys Do,1963-07-27,55,5
The Rollers,The Continental Walk,1961-04-24,80,3
The Rolling Stones,(I Can't Get No) Satisfaction,1965-09-11,1,14
The Rolling Stones,19th Nervous Breakdown,1966-04-30,2,10
The Rolling Stones,Ain't Too Proud To Beg,1975-01-11,17,10
The Rolling Stones,Almost Hear You Sigh,1990-04-07,50,9
The Rolling Stones,Angie,1973-12-22,1,16
The Rolling Stones,As Tears Go By,1966-02-19,6,9
The Rolling Stones,Beast Of Burden,1978-12-02,8,13
The Rolling Stones,Brown Sugar,1971-07-17,1,12
The Rolling Stones,Dandelion,1967-10-28,14,8
The Rolling Stones,Doo Doo Doo Doo Doo (heartbreaker),1974-03-23,15,11
The Rolling Stones,Emotional Rescue,1980-11-08,3,19
The Rolling Stones,Fool To Cry,1976-06-19,10,9
The Rolling Stones,Get Off Of My Cloud,1965-12-25,1,12
The Rolling Stones,Going To A Go-Go,1982-08-21,25,11
The Rolling Stones,Hang Fire,1982-05-29,20,11
The Rolling Stones,Happy,1972-09-02,22,8
The Rolling Stones,Harlem Shuffle,1986-06-07,5,13
The Rolling Stones,"Have You Seen Your Mother, Baby, Standing In The Shadow?",1966-11-19,9,7
The Rolling Stones,Heart Of Stone,1965-03-06,19,9
The Rolling Stones,Highwire,1991-04-20,57,7
The Rolling Stones,Honky Tonk Women,1969-10-25,1,15
The Rolling Stones,Hot Stuff/fool To Cry,1976-07-31,49,6
The Rolling Stones,I Don't Know Why,1975-07-19,42,6
The Rolling Stones,It's All Over Now,1964-09-26,26,10
The Rolling Stones,It's Only Rock 'N Roll (But I Like It),1974-10-05,16,10
The Rolling Stones,Jumpin' Jack Flash,1968-08-24,3,12
The Rolling Stones,Lady Jane,1966-08-27,24,6
The Rolling Stones,Let's Spend The Night Together,1967-03-11,55,8
The Rolling Stones,Love Is Strong,1994-09-10,91,5
The Rolling Stones,Miss You,1978-10-07,1,20
The Rolling Stones,Mixed Emotions,1989-11-18,5,12
The Rolling Stones,Mothers Little Helper,1966-09-03,8,9
The Rolling Stones,Not Fade Away,1964-07-25,48,13
The Rolling Stones,One Hit (To The Body),1986-07-26,28,11
The Rolling Stones,Out Of Tears,1995-01-21,60,15
The Rolling Stones,Out Of Time,1975-09-06,81,3
The Rolling Stones,"Paint It, Black",1966-07-23,1,11
The Rolling Stones,Play With Fire,1965-05-22,96,1
The Rolling Stones,Rock And A Hard Place,1990-02-03,23,14
The Rolling Stones,Ruby Tuesday,1967-04-08,1,12
The Rolling Stones,Saint Of Me,1998-03-28,94,4
The Rolling Stones,Shattered,1979-02-17,31,10
The Rolling Stones,She Was Hot,1984-03-31,44,9
The Rolling Stones,She's A Rainbow,1968-02-10,25,7
The Rolling Stones,She's So Cold,1980-12-20,26,13
The Rolling Stones,Start Me Up,1982-01-30,2,24
The Rolling Stones,Street Fighting Man,1968-10-12,48,6
The Rolling Stones,Sympathy For The Devil (Remixes),2003-10-04,97,1
The Rolling Stones,Tell Me (You're Coming Back),1964-09-05,24,10
The Rolling Stones,The Last Time,1965-05-29,9,10
The Rolling Stones,Time Is On My Side,1965-01-09,6,13
The Rolling Stones,Tumbling Dice,1972-07-01,7,10
The Rolling Stones,Undercover Of The Night,1984-02-11,9,14
The Rolling Stones,Waiting On A Friend,1982-03-13,13,15
The Rolling Stones,We Love You,1967-10-21,50,6
The Rolling Stones,Wild Horses,1971-08-07,28,8
The Rolling Stones,You Can't Always Get What You Want,1973-06-16,42,8
The Romantics,One In A Million,1984-05-12,37,12
The Romantics,Talking In Your Sleep,1984-03-31,3,26
The Romantics,Test Of Time,1985-10-05,71,6
The Romantics,What I Like About You,1980-04-05,49,8
The Romeos,Precious Memories,1967-05-13,67,7
The Ron-Dels,"If You Really Want Me To, I'll Go",1965-07-24,97,1
The Rondels,Back Beat No. 1,1961-09-04,66,4
The Ronettes,(The Best Part Of) Breakin' Up,1964-05-23,39,8
The Ronettes,"Baby, I Love You",1964-02-15,24,9
The Ronettes,Be My Baby,1963-11-23,2,13
The Ronettes,Do I Love You?,1964-08-15,34,9
The Ronettes,Sleigh Ride,2021-01-02,13,11
The Ronettes,Walking In The Rain,1965-01-02,23,11
The Ronettes Featuring Veronica,Born To Be Together,1965-03-13,52,6
The Ronettes Featuring Veronica,I Can Hear Music,1966-10-29,100,1
The Ronettes Featuring Veronica,Is This What I Get For Loving You?,1965-06-19,75,4
The Rooftop Singers,Mama Don't Allow,1963-08-31,55,7
The Rooftop Singers,Tom Cat,1963-05-25,20,10
The Rooftop Singers,Walk Right In,1963-03-30,1,13
The Roommates,Glory Of Love,1961-06-05,49,9
The Roots,What They Do,1997-04-19,34,15
The Roots Featuring Erykah Badu,You Got Me,1999-05-15,39,14
The Roots Featuring Musiq,Break You Off,2003-03-15,99,1
The Rose Garden,Next Plane To London,1968-01-20,17,14
The Routers,Let's Go (pony),1963-01-26,19,13
The Routers,Sting Ray,1963-06-29,50,10
The Rovers,Wasn't That A Party,1981-06-13,37,17
The Rowans,If I Only Could,1976-11-06,74,4
The Royal Guardsmen,Airplane Song (My Airplane),1967-07-22,46,6
The Royal Guardsmen,Baby Let's Wait,1969-02-08,35,13
The Royal Guardsmen,I Say Love,1968-03-09,72,4
The Royal Guardsmen,Snoopy For President,1968-07-20,85,2
The Royal Guardsmen,Snoopy Vs. The Red Baron,1967-03-04,2,12
The Royal Guardsmen,The Return Of The Red Baron,1967-04-08,15,7
The Royal Guardsmen,Wednesday,1967-09-16,97,2
The Royalettes,I Want To Meet Him,1965-12-11,72,6
The Royalettes,It's Gonna Take A Miracle,1965-09-25,41,11
The Royaltones,Flamingo Express,1961-01-30,82,3
The Royaltones,Poor Boy,1959-02-09,17,17
The Rubettes,Sugar Baby Love,1974-09-21,37,10
The Rubinoos,I Think We're Alone Now,1977-05-21,45,12
The Rude Boys,Written All Over Your Face,1991-07-06,16,18
The Rugbys,"You, I",1969-11-01,24,11
The Rumblers,Boss,1963-03-09,87,2
The S.O.S. Band,Just Be Good To Me,1983-11-26,55,14
The S.O.S. Band,Just The Way You Like It,1984-10-13,64,10
The S.O.S. Band,Take Your Time (Do It Right) Part 1,1980-10-18,3,21
The S.O.S. Band,Tell Me If You Still Care,1984-01-28,65,11
The S.O.S. Band,The Finest,1986-08-09,44,13
The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,1993-03-13,34,16
The Salsoul Orchestra,Nice 'N' Naasty,1976-12-18,30,14
The Salsoul Orchestra,Ritzy Mambo,1977-02-26,99,1
The Salsoul Orchestra,Salsoul Hustle,1975-10-18,76,6
The Salsoul Orchestra,Tangerine,1976-04-17,18,13
The Salsoul Orchestra,You're Just The Right Size,1976-06-26,88,5
The San Remo Golden Strings,I'm Satisfied,1965-12-18,89,4
The Sandpebbles,Forget It,1967-09-23,81,3
The Sandpebbles,Love Power,1968-02-10,22,12
The Sandpebbles,Never My Love,1968-10-26,98,2
The Sandpipers,Come Saturday Morning,1970-06-27,17,20
The Sandpipers,Free To Carry On,1970-12-26,94,4
The Sandpipers,Guantanamera,1966-10-08,9,11
The Sandpipers,"Louie, Louie",1966-12-03,30,7
The Sanford/Townsend Band,Smoke From A Distant Fire,1977-10-15,9,18
The Sapphires,Gotta Have Your Love,1965-05-29,77,5
The Sapphires,Who Do You Love,1964-03-28,25,12
The Satisfactions,One Light Two Lights,1970-11-07,94,2
The Satisfactions,This Bitter Earth,1970-07-04,96,3
The Scaffold,Thank U Very Much,1968-03-09,69,5
The Script,Breakeven,2010-10-09,12,43
The Script,For The First Time,2011-07-30,23,29
The Script,Nothing,2012-01-07,32,20
The Script,Superheroes,2014-11-29,73,9
The Script,The Man Who Can't Be Moved,2010-09-25,86,6
The Script Featuring will.i.am,Hall Of Fame,2013-03-30,25,25
The Searchers,Ain't That Just Like Me,1964-05-23,61,6
The Searchers,Bumble Bee,1965-05-08,21,8
The Searchers,Desdemona,1971-09-11,94,2
The Searchers,Don't Throw Your Love Away,1964-08-08,16,11
The Searchers,Goodbye My Lover Goodbye,1965-05-15,52,7
The Searchers,Have You Ever Loved Somebody,1966-12-10,94,3
The Searchers,He's Got No Love,1965-08-14,79,3
The Searchers,Love Potion Number Nine,1965-02-27,3,14
The Searchers,Needles And Pins,1964-05-09,13,10
The Searchers,Some Day We're Gonna Love Again,1964-10-03,34,8
The Searchers,Sugar And Spice,1964-06-20,44,8
The Searchers,Take Me For What I'm Worth,1966-03-12,76,7
The Searchers,What Have They Done To The Rain,1965-03-13,29,7
The Searchers,When You Walk In The Room,1964-11-28,35,7
The Secrets,The Boy Next Door,1964-01-11,18,10
The Seeds,A Thousand Shadows,1967-08-05,72,4
The Seeds,Can't Seem To Make You Mine,1967-06-10,41,7
The Seeds,Mr. Farmer,1967-03-18,86,2
The Seeds,Pushin' Too Hard,1967-03-04,36,11
The Seekers,A World Of Our Own,1965-07-31,19,10
The Seekers,Georgy Girl,1967-03-18,2,16
The Seekers,I'll Never Find Another You,1965-06-19,4,13
The Seekers,Morningtown Ride,1967-04-01,44,7
The Sensations,Let Me In,1962-05-05,4,18
The Sensations Featuring Yvonne,"Music, Music, Music",1961-10-02,54,8
The Serendipity Singers,Beans In My Ears,1964-07-11,30,8
The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),1964-05-30,6,14
The Sevilles,Charlena,1961-02-20,84,5
The Shacklefords,A Stranger In Your Town,1963-06-15,70,6
The Shades Of Blue,Lonely Summer,1966-09-03,72,6
The Shadows Of Knight,Bad Little Woman,1966-09-17,91,2
The Shadows Of Knight,I'm Gonna Make You Mine,1966-12-24,90,1
The Shadows Of Knight,Oh Yeah,1966-07-09,39,6
The Shamen,Move Any Mountain,1992-04-04,38,17
The Shangri-Las,Give Him A Great Big Kiss,1965-02-20,18,9
The Shangri-Las,Give Us Your Blessings,1965-07-17,29,8
The Shangri-Las,He Cried,1966-05-14,65,6
The Shangri-Las,I Can Never Go Home Anymore,1966-01-15,6,11
The Shangri-Las,Leader Of The Pack,1964-12-26,1,12
The Shangri-Las,Long Live Our Love,1966-03-12,33,6
The Shangri-Las,Maybe,1965-01-02,91,2
The Shangri-Las,Out In The Streets,1965-05-08,53,6
The Shangri-Las,"Past, Present And Future",1966-07-30,59,6
The Shangri-Las,Remember (Walkin' in the Sand),1964-10-31,5,11
The Shangri-Las,Right Now And Not Later,1965-10-16,99,2
The Sheep,Hide & Seek,1966-03-12,58,7
The Shells,Baby Oh Baby,1961-02-06,21,8
The Shepherd Sisters,Don't Mention My Name,1963-04-13,94,2
The Sherrys,Pop Pop Pop - Pie,1962-11-24,35,8
The Sherrys,Slop Time,1963-01-12,97,1
The Shields,You Cheated,1958-12-08,15,16
The Shindogs,Who Do You Think You Are,1966-09-03,91,1
The Shins,Phantom Limb,2007-02-10,86,1
The Shirelles,31 Flavors,1963-11-02,97,1
The Shirelles,A Thing Of The Past,1961-08-28,41,8
The Shirelles,Are You Still My Baby,1965-01-16,91,4
The Shirelles,Baby It's You,1962-03-24,8,14
The Shirelles,Big John,1961-11-27,21,9
The Shirelles,Dedicated To The One I Love,1961-05-08,3,20
The Shirelles,Don't Say Goodnight And Mean Goodbye,1963-08-10,26,9
The Shirelles,Everybody Loves A Lover,1963-02-16,19,12
The Shirelles,Foolish Little Girl,1963-06-22,4,14
The Shirelles,"It's A Mad, Mad, Mad, Mad World",1963-10-26,92,2
The Shirelles,Last Minute Miracle,1967-08-26,99,2
The Shirelles,Mama Said,1961-06-26,4,11
The Shirelles,Maybe Tonight,1964-11-07,88,2
The Shirelles,Not For All The Money In The World,1963-04-13,100,1
The Shirelles,Sha-La-La,1964-04-11,69,4
The Shirelles,Soldier Boy,1962-06-23,1,14
The Shirelles,Stop The Music,1962-10-27,36,8
The Shirelles,Thank You Baby,1964-08-29,63,7
The Shirelles,Tonight You're Gonna Fall In Love With Me,1964-02-08,57,5
The Shirelles,Tonights The Night,1960-11-28,39,12
The Shirelles,Welcome Home Baby,1962-08-11,22,8
The Shirelles,What A Sweet Thing That Was,1961-08-21,54,6
The Shirelles,What Does A Girl Do?,1963-10-12,53,6
The Shirelles,Will You Love Me Tomorrow,1961-03-27,1,19
The Shocking Blue,Long And Lonesome Road,1970-07-04,75,5
The Shocking Blue,Mighty Joe,1970-04-18,43,7
The Shocking Blue,Venus,1970-03-14,1,14
The Show Stoppers,Ain't Nothin' But A House Party,1968-06-29,87,5
The Showmen,It Will Stand,1964-07-18,61,15
The Sidekicks,Suspicions,1966-10-01,55,9
The Silencers,Painted Moon,1987-09-12,82,6
The Silencers,Shiver And Shake,1980-08-23,81,5
The Silkie,You've Got To Hide Your Love Away,1965-12-18,10,10
The Simon Sisters,"Winkin', Blinkin' And Nod",1964-05-30,73,6
The Simpsons Featuring Bart & Homer,"Deep, Deep Trouble",1991-04-20,69,6
The Singing Belles,"Someone Loves You, Joe",1960-05-16,91,3
The Singing Nun (Soeur Sourire),Dominique,1964-02-01,1,13
The Ska Kings,Jamaica Ska,1964-07-11,98,1
The Skyliners,It Happened Today,1959-11-16,59,8
The Skyliners,Pennies From Heaven,1960-08-01,24,13
The Skyliners,Since I Don't Have You,1959-06-22,12,19
The Skyliners,The Loser,1965-08-14,72,5
The Skyliners,This I Swear,1959-08-17,26,12
The Slades,You Cheated,1958-11-03,42,12
The Smashing Pumpkins,1979,1996-07-06,12,22
The Smashing Pumpkins,Ava Adore,1998-11-14,42,20
The Smashing Pumpkins,Bullet With Butterfly Wings,1996-03-23,22,20
The Smashing Pumpkins,Doomsday Clock,2007-07-07,97,1
The Smashing Pumpkins,Perfect,1998-11-28,54,6
The Smashing Pumpkins,Tarantula,2007-06-16,54,2
The Smashing Pumpkins,Thirty-Three,1997-04-12,39,20
The Smashing Pumpkins,"Tonight, Tonight",1996-11-09,36,20
The Smithereens,A Girl Like You,1990-04-21,38,20
The Smithereens,Blues Before And After,1990-05-12,94,2
The Smithereens,Only A Memory,1988-06-11,92,4
The Smithereens,Too Much Passion,1992-05-09,37,14
The Smoke Ring,No Not Much,1969-03-08,85,4
The Smothers Brothers,Jenny Brown,1963-10-26,84,4
The Sons Of Champlin,Here Is Where Your Love Belongs,1977-03-05,80,5
"The Sopwith ""Camel""",Hello Hello,1967-02-25,26,10
"The Sopwith ""Camel""",Postcard From Jamaica,1967-04-08,88,2
The Soul Children,Hearsay,1972-05-27,44,11
The Soul Children,I'll Be The Other Woman,1974-04-13,36,9
The Soul Children,The Sweeter He Is - Part I,1969-11-22,52,7
The Soul Clan,Soul Meeting,1968-08-17,91,4
The Soul Sisters,Good Time Tonight,1964-06-13,98,1
The Soulful Strings,Burning Spear,1968-03-02,64,5
The Sounds Of Blackness,I Believe,1994-06-18,99,3
The Soup Dragons,Divine Thing,1992-11-21,35,16
The Soup Dragons,I'm Free,1990-12-15,79,5
