artists,title,date,accousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness
Sugar Ray,Every Morning,1999-06-05,0.0834,0.833,219867,0.679,0.00258,0.0769,0.0365
Sugar Ray,Someday,1999-10-16,0.0105,0.745,242800,0.682,0.0862,0.21,0.0287
Sugarland,Sugarland,1969-11-15,0.354,0.513,264613,0.784,0.000365,0.325,0.0389
Sugarloaf,Green-Eyed Lady,1970-11-28,0.178,0.564,219760,0.523,0.0303,0.0624,0.122
Summer Ferrante,Fly Tonight,1961-12-11,0.426,0.713,210080,0.566,0.000217,0.249,0.0536
Supertramp,Take The Long Way Home - 2010 Remastered,1979-12-29,0.22,0.414,308853,0.7,0.000721,0.114,0.0301
Supertramp,The Logical Song - Remastered 2010,1979-07-07,0.512,0.625,251253,0.758,0.00022,0.153,0.0463
Surface,Shower Me With Your Love,1989-09-23,0.523,0.632,294960,0.356,5.76e-06,0.0961,0.0309
Surface,The First Time,1991-02-23,0.262,0.63,256227,0.369,0.0016,0.0989,0.0278
Survivor,"Burning Heart - From ""Rocky IV"" Soundtrack",1986-02-22,0.298,0.652,230107,0.609,8.79e-06,0.0573,0.028
Survivor,Eye of the Tiger,1982-10-09,0.132,0.817,245640,0.599,0.000311,0.0873,0.0328
Survivor,High on You,1985-03-30,0.398,0.659,248200,0.714,1.15e-05,0.174,0.0321
Survivor,Is This Love,1987-01-24,0.557,0.679,222560,0.772,0.0,0.0338,0.0328
Survivor,The Search Is Over,1985-07-20,0.59,0.527,252613,0.342,0.0,0.0803,0.0336
Suzanne Vega,Luka,1987-08-29,0.189,0.63,231933,0.697,0.000258,0.116,0.0311
Sweet,Ballroom Blitz,1975-10-25,0.0821,0.644,246573,0.799,0.00154,0.055,0.0598
Sweet,Fox On The Run,1976-01-17,0.0308,0.523,205733,0.762,0.0,0.0675,0.0346
Sweet,Love Is Like Oxygen,1978-07-01,0.242,0.567,227533,0.455,2.79e-06,0.118,0.0479
Sweet Sensation,If Wishes Came True,1990-09-15,0.0944,0.493,315160,0.453,0.00467,0.1,0.0248
Swing Out Sister,Breakout,1987-11-21,0.175,0.704,226453,0.557,0.00231,0.0631,0.0316
Sydney Rose,I’ll Never Get Over It,1993-07-31,0.806,0.571,243768,0.252,4.28e-05,0.0941,0.0646
"Sylk E Fyne, Big Chan, Mckinley Ave",Romeo & Juliet Remix,1998-05-02,0.000611,0.858,250776,0.874,0.0,0.163,0.226
Sylvia,Pillow Talk,1973-06-30,0.00796,0.719,265600,0.572,2.47e-05,0.0946,0.0356
Syndicate Of Sound,Little Girl,1966-07-16,0.0492,0.587,147827,0.608,0.000338,0.217,0.0291
Sérgio Mendes,Never Gonna Let You Go,1983-08-13,0.567,0.639,255600,0.403,0.0,0.67,0.0349
T'Pau,Heart And Soul,1987-08-22,0.405,0.457,256373,0.667,0.0,0.092,0.0361
"T-Pain, Akon",Bartender (feat. Akon),2007-09-22,0.0564,0.832,238800,0.391,0.0,0.224,0.0628
"T-Pain, Lily Allen, Wiz Khalifa",5 O'Clock (feat. Lily Allen & Wiz Khalifa),2011-12-31,0.0697,0.523,281280,0.742,0.0,0.102,0.227
"T-Pain, Yung Joc",Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007-08-11,0.0109,0.693,227960,0.549,0.0,0.0677,0.119
T-Wayne,Nasty Freestyle,2015-06-13,0.0577,0.779,142212,0.472,0.0,0.114,0.218
T. Rex,Bang a Gong (Get It On) - 2003 Remaster,1972-03-11,0.157,0.729,267000,0.818,0.284,0.195,0.0732
T.I.,Big Things Poppin' (Do It) - Instrumental,2007-07-21,0.00425,0.597,289987,0.715,0.911,0.191,0.036
T.I.,Bring Em Out,2005-02-05,0.0298,0.759,216707,0.891,0.0,0.141,0.257
T.I.,What You Know,2006-06-03,0.0155,0.551,274333,0.81,0.0,0.169,0.0344
T.I.,Whatever You Like,2009-01-10,0.0161,0.68,249533,0.687,0.0,0.261,0.0709
"T.I., Justin Timberlake",Dead And Gone,2009-05-16,0.0402,0.713,299747,0.746,0.0,0.601,0.259
"T.I., Rihanna",Live Your Life,2009-02-14,0.071,0.375,338853,0.862,0.0,0.211,0.255
"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,2020-05-09,0.233,0.716,165978,0.537,0.0,0.157,0.0514
THRILLCHASER,Still Got a Hold on Me,1965-09-04,0.0121,0.494,172770,0.706,4.6e-06,0.143,0.0572
TLC,Baby-Baby-Baby,1992-10-17,0.0913,0.679,315040,0.597,0.000673,0.0487,0.0439
TLC,Creep,1995-04-15,0.0193,0.811,268533,0.458,1.41e-06,0.0526,0.0402
TLC,Diggin' On You,1996-01-20,0.0235,0.719,254560,0.631,0.702,0.0686,0.0451
TLC,No Scrubs,1999-07-03,0.0251,0.743,214400,0.675,0.000717,0.0685,0.0953
TLC,Red Light Special,1995-06-03,0.205,0.52,303960,0.449,0.000687,0.191,0.0331
TLC,Unpretty,1999-12-04,0.00152,0.648,278067,0.622,5.97e-05,0.109,0.0428
TLC,Waterfalls,1995-10-21,0.311,0.769,279507,0.505,7.49e-05,0.0777,0.0829
TLC,What About Your Friends,1993-01-16,0.0267,0.744,293600,0.851,0.00738,0.0989,0.049
TOTO,Africa,1983-02-19,0.257,0.671,295893,0.373,8.01e-05,0.0481,0.0323
TOTO,Hold the Line,1979-01-27,0.00783,0.473,235547,0.898,0.0618,0.173,0.0561
TOTO,I Won't Hold You Back,1983-05-07,0.404,0.539,293307,0.306,0.0,0.0608,0.0264
TOTO,Rosanna,1982-08-14,0.0208,0.365,331200,0.513,0.000147,0.205,0.0357
TV Girl,Lovers Rock,1985-04-13,7.53e-06,0.559,213920,0.871,0.00545,0.096,0.0397
Taco,Puttin' on the Ritz,1983-09-24,0.152,0.798,281160,0.292,0.00101,0.185,0.0777
Tag Team,Whoomp! There It Is - Radio Edit,1994-01-15,0.00141,0.798,225267,0.639,0.0,0.0836,0.0424
"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1970-10-17,0.0889,0.639,207301,0.703,1.78e-06,0.0865,0.0794
Taio Cruz,Break Your Heart,2010-07-03,0.0327,0.607,201547,0.934,0.0,0.0909,0.0314
Taio Cruz,Dynamite,2010-11-13,0.00379,0.751,202613,0.783,0.0,0.036,0.0859
Taj Mahal,"Corinna - From ""The Natch'l Blues""",1961-01-23,0.486,0.623,182507,0.286,4.44e-05,0.0884,0.0991
Take That,Back for Good - Radio Mix,1995-11-25,0.31,0.601,242267,0.504,0.0,0.137,0.0284
Talking Heads,Burning Down the House,1983-10-22,0.00644,0.779,241920,0.87,0.0107,0.0399,0.0574
Tamia,Stranger in My House,2001-04-28,0.103,0.676,285387,0.601,0.0,0.147,0.0297
"Tanzorchester SchwarzWeiß Baden-Baden, Roger Barg",Bad Bad Leroy Brown,1973-08-25,0.484,0.568,173013,0.452,0.0,0.0655,0.04
Tara Kemp,Hold You Tight,1991-04-27,0.0545,0.739,284345,0.675,0.0112,0.0632,0.0444
Tara Kemp,Piece of My Heart,1991-07-27,0.111,0.536,289740,0.823,0.000432,0.0543,0.0687
"Tatyana Ali, Lord Tariq, Peter Gunz",Daydreamin',1998-10-03,0.0886,0.882,300133,0.57,6.54e-06,0.0932,0.0832
Tavares,It Only Takes A Minute,1975-10-25,0.104,0.642,241387,0.664,0.102,0.658,0.0334
Taylor Dayne,Don't Rush Me,1989-02-04,0.407,0.73,228000,0.906,2.64e-05,0.288,0.0412
Taylor Dayne,I'll Always Love You,1988-10-08,0.256,0.604,270787,0.538,0.0,0.088,0.0228
Taylor Dayne,I'll Be Your Shelter,1990-07-14,0.151,0.692,283040,0.912,0.000217,0.132,0.0353
Taylor Dayne,Love Will Lead You Back,1990-04-14,0.201,0.547,277600,0.513,0.0,0.0866,0.0267
Taylor Dayne,Prove Your Love,1988-05-07,0.338,0.399,206187,0.971,1.9e-05,0.359,0.0515
Taylor Dayne,Tell It to My Heart,1988-01-30,0.0302,0.638,220880,0.988,1.16e-05,0.371,0.0921
Taylor Dayne,With Every Beat of My Heart,1990-01-13,0.0827,0.773,262480,0.893,2.25e-06,0.0984,0.034
Taylor Hicks,Do I Make You Proud,2006-07-08,0.026,0.463,248693,0.524,0.0,0.102,0.0316
Taylor Swift,...Ready For It?,2017-09-23,0.0527,0.613,208187,0.764,0.0,0.197,0.136
Taylor Swift,All Of The Girls You Loved Before,1967-05-27,0.707,0.718,221407,0.467,6.92e-05,0.126,0.0398
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),2020-08-08,0.274,0.631,613027,0.518,0.0,0.088,0.0303
Taylor Swift,Back To December,2010-10-30,0.117,0.529,293027,0.67,0.0,0.334,0.0303
Taylor Swift,Bad Blood,2015-08-29,0.0871,0.65,211933,0.802,6.54e-06,0.148,0.181
Taylor Swift,Begin Again (Taylor's Version),2012-10-13,0.075,0.519,238867,0.527,0.0,0.132,0.0274
Taylor Swift,Blank Space,2015-03-21,0.085,0.753,231827,0.678,1.64e-06,0.13,0.0644
Taylor Swift,Don’t Blame Me,2019-06-01,0.106,0.615,236413,0.534,1.76e-05,0.0607,0.0386
Taylor Swift,Fearless (Taylor’s Version),2008-11-01,0.0122,0.569,241592,0.741,0.0,0.333,0.0282
Taylor Swift,I Knew You Were Trouble (Taylor's Version),2013-04-06,0.0129,0.584,219760,0.557,0.0,0.0576,0.0342
Taylor Swift,If This Was A Movie (Taylor’s Version),2011-11-26,0.091,0.472,237022,0.701,0.0,0.23,0.0279
Taylor Swift,Jump Then Fall (Taylor’s Version),2009-11-14,0.0474,0.572,237580,0.69,0.0,0.0897,0.0358
Taylor Swift,Look What You Made Me Do,2017-11-04,0.204,0.766,211853,0.709,1.41e-05,0.126,0.123
Taylor Swift,Love Story (Taylor’s Version),2009-03-14,0.135,0.626,235767,0.79,3.97e-06,0.0989,0.0311
Taylor Swift,Lover,2019-09-07,0.492,0.359,221307,0.543,1.58e-05,0.118,0.0919
Taylor Swift,Mine,2010-09-25,0.00265,0.624,230707,0.757,1.87e-06,0.189,0.0296
Taylor Swift,Red (Taylor's Version),2012-10-20,0.00108,0.516,223093,0.777,1.62e-06,0.0761,0.0375
Taylor Swift,Shake It Off,2015-02-21,0.0561,0.647,219200,0.785,0.0,0.148,0.165
Taylor Swift,Speak Now,2010-10-23,0.095,0.709,240760,0.599,0.0,0.0973,0.0304
Taylor Swift,Style,2015-04-25,0.00253,0.598,231000,0.786,0.0016,0.117,0.0383
Taylor Swift,Today Was A Fairytale (Taylor’s Version),2010-02-06,0.0135,0.482,241822,0.779,0.0,0.296,0.0409
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),2012-12-01,0.0317,0.567,193147,0.686,1.86e-06,0.0732,0.175
Taylor Swift,Wildest Dreams (Taylor's Version),2015-12-05,0.0374,0.583,220433,0.67,0.0001,0.126,0.0646
Taylor Swift,You Belong With Me (Taylor’s Version),2009-10-31,0.0623,0.632,231124,0.773,0.0,0.0885,0.0346
Taylor Swift,You Need To Calm Down,2019-09-07,0.00929,0.771,171360,0.671,0.0,0.0637,0.0553
Taylor Swift,cardigan,2020-08-15,0.537,0.613,239560,0.581,0.000345,0.25,0.0424
Taylor Swift,willow,2020-12-26,0.833,0.392,214707,0.574,0.00179,0.145,0.17
"Taylor Swift, Bon Iver",exile (feat. Bon Iver),2020-08-08,0.778,0.298,285634,0.38,5.62e-05,0.11,0.0287
"Taylor Swift, Ed Sheeran",Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),2008-08-30,0.271,0.498,245427,0.61,0.0,0.223,0.0363
Tears For Fears,Everybody Wants To Rule The World,1985-06-29,0.347,0.645,251489,0.795,0.00389,0.104,0.0527
Tears For Fears,Shout,1985-08-31,0.174,0.511,393667,0.942,1.87e-05,0.139,0.0429
Tears For Fears,Sowing The Seeds Of Love,1989-11-11,0.0109,0.209,376733,0.795,5.63e-05,0.355,0.0443
"Tears For Fears, Dave Bascombe","Head Over Heels - Dave Bascombe 7"" N.Mix",1985-11-23,0.338,0.623,257316,0.739,1.88e-05,0.109,0.0244
Technotronic,Get Up (Before The Night Is Over),1990-04-14,0.00418,0.79,337093,0.727,0.000162,0.0628,0.105
Technotronic,Move This (Shake That Body),1992-09-12,0.0637,0.782,296986,0.96,0.0,0.0788,0.0347
Technotronic,Pump Up The Jam,1990-02-03,0.0147,0.885,320307,0.844,4.49e-06,0.0494,0.0733
Teddy Swims,Don’t Stop Believin’,2009-06-06,0.241,0.676,248436,0.588,0.0,0.141,0.0306
Teddy Swims,You’re Still the One,1998-09-26,0.531,0.546,196413,0.44,2.77e-05,0.0959,0.0273
"Tee-Set, Peter Tetteroo",Ma Belle Amie,1970-03-14,0.11,0.419,194859,0.492,0.000681,0.168,0.0448
"Terror Squad, Fat Joe, Remy Ma",Lean Back,2004-11-13,0.11,0.783,247427,0.916,0.0,0.0746,0.415
Terry Jacks,Seasons in the Sun,1974-04-13,0.627,0.648,208853,0.646,4.9e-06,0.247,0.0502
Terry Stafford,Suspicion,1964-05-09,0.678,0.595,154907,0.57,0.291,0.13,0.0356
Tesla,Love Song,1990-01-20,0.343,0.354,323360,0.318,0.0389,0.113,0.034
Tesla,Signs - Live At The Trocadero / 1990,1991-04-13,0.161,0.333,194933,0.74,0.0,0.982,0.0459
Tevin Campbell,Can We Talk,1994-01-29,0.0312,0.66,284080,0.646,5.06e-06,0.033,0.0426
Tevin Campbell,Tell Me What You Want Me to Do,1992-03-14,0.0233,0.609,256040,0.551,0.0,0.234,0.0291
The 1975,If You’re Too Shy (Let Me Know),1996-06-22,0.0157,0.64,319371,0.628,0.0382,0.0916,0.0324
The 5th Dimension,"Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical ""Hair""",1969-06-07,0.445,0.293,289293,0.74,0.00152,0.0998,0.0399
The 5th Dimension,If I Could Reach You,1972-11-25,0.922,0.233,190213,0.216,0.0408,0.118,0.0333
The 5th Dimension,One Less Bell To Answer,1971-02-06,0.737,0.398,210760,0.405,4.97e-05,0.131,0.0258
The 5th Dimension,Stoned Soul Picnic - Remastered 2000,1968-08-24,0.369,0.335,208680,0.409,0.0,0.154,0.0412
The 5th Dimension,"Up, Up and Away",1967-07-29,0.599,0.393,163347,0.362,0.0,0.333,0.0305
The 5th Dimension,Wedding Bell Blues - Laura Nyro Cover,1969-12-06,0.548,0.482,164600,0.674,0.0,0.135,0.0321
The Ad Libs,The Boy From New York City,1965-02-27,0.688,0.474,181000,0.895,0.0,0.194,0.0826
The Akron River Band,Ramblin' Man,1973-11-03,0.0419,0.428,289655,0.652,0.000241,0.155,0.0793
The Alan Parsons Project,Eye In The Sky,1982-11-06,0.562,0.823,276280,0.417,0.00098,0.0765,0.032
The All-American Rejects,Dirty Little Secret,2006-02-04,0.000346,0.465,193653,0.954,5.38e-06,0.573,0.044
The All-American Rejects,Gives You Hell,2009-04-25,0.0159,0.718,213107,0.691,0.0,0.0627,0.0387
The All-American Rejects,It Ends Tonight,2007-01-27,0.00228,0.454,244827,0.636,0.0,0.154,0.0273
The Amity Affliction,Can’t Feel My Face,2015-11-14,0.000997,0.43,201107,0.856,0.0,0.273,0.0549
The Angels,My Boyfriend's Back,1963-10-12,0.629,0.683,136800,0.885,0.0,0.075,0.155
The Animals,House Of The Rising Sun,1964-10-03,0.000385,0.295,271280,0.584,0.218,0.0996,0.0345
The Archies,"Jingle, Jangle",1970-02-07,0.0417,0.64,162480,0.609,0.0,0.159,0.0344
The Association,Along Comes Mary,1966-07-16,0.0883,0.584,171000,0.62,1.73e-06,0.187,0.0513
The Association,Cherish,1966-10-22,0.776,0.51,207133,0.544,0.0,0.144,0.0282
The Association,Everything That Touches You,1968-03-09,0.578,0.545,198987,0.356,0.000377,0.425,0.0276
The Association,Never My Love - Remastered Version,1967-11-11,0.171,0.435,187693,0.428,0.000708,0.149,0.0268
The Association,Windy - Remastered Version,1967-08-12,0.363,0.676,176600,0.681,0.191,0.0967,0.0292
The B-52's,Love Shack,1989-12-09,0.0544,0.701,320680,0.803,1.54e-06,0.7,0.0545
The B-52's,Roam,1990-03-24,0.0485,0.636,295133,0.939,6.69e-06,0.271,0.0837
The Bachelors,Diane,1964-06-20,0.66,0.401,154000,0.426,0.0,0.165,0.0315
The Bangles,Eternal Flame,1989-04-22,0.635,0.521,235667,0.233,0.0,0.245,0.0254
The Bangles,Hazy Shade of Winter,1988-02-13,0.0183,0.497,167133,0.805,0.0,0.0918,0.0463
The Bangles,In Your Room,1989-01-14,0.0137,0.612,207533,0.585,0.0068,0.0635,0.0337
The Bangles,Manic Monday,1986-05-03,0.294,0.685,184160,0.594,3.69e-06,0.358,0.0289
The Bangles,Walk Like an Egyptian,1987-01-17,0.0144,0.711,203227,0.833,3.46e-06,0.303,0.0851
The Barden Bellas,Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,2006-02-04,0.574,0.486,216413,0.694,0.0,0.125,0.141
"The Barden Bellas, The Treblemakers, The Bu Harmonics",Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Let’s Talk About Sex/I’ll Make Love To You/Feels Like The First Time/No Diggity,1997-04-19,0.554,0.571,224267,0.499,0.0,0.0908,0.404
The Beach Boys,Barbara Ann,1966-02-19,0.19,0.581,133893,0.669,0.0,0.243,0.0385
The Beach Boys,Be True To Your School,1963-12-28,0.501,0.528,128693,0.722,6.02e-06,0.0705,0.0344
The Beach Boys,California Girls - Remix/Remastered 2001,1965-09-11,0.471,0.503,160360,0.62,0.0,0.159,0.0296
The Beach Boys,Good Vibrations - Remastered 2001,1966-12-24,0.326,0.396,219027,0.473,0.000124,0.109,0.0345
The Beach Boys,I Get Around (Mono),1964-08-08,0.36,0.39,134387,0.625,0.0,0.0663,0.0537
The Beach Boys,Kokomo,1988-11-19,0.00863,0.682,217693,0.635,0.0,0.137,0.0346
The Beach Boys,Rock And Roll Music - Remastered 2012,1976-08-21,0.256,0.681,149013,0.697,0.0,0.0334,0.215
The Beach Boys,Sloop John B,1966-05-21,0.402,0.567,180133,0.745,0.0,0.0873,0.0264
The Beach Boys,Surfer Girl - Remastered 2001,1963-09-21,0.651,0.522,148533,0.37,0.0,0.142,0.0253
The Beach Boys,Surfin' U.S.A. - Remastered 2001,1963-06-08,0.661,0.55,149373,0.854,0.0,0.112,0.036
The Beach Boys,When I Grow Up (To Be a Man),1964-10-24,0.496,0.411,125413,0.5,0.0,0.111,0.0362
The Beach Boys,Wouldn't It Be Nice,1966-09-24,0.718,0.392,153205,0.629,3.76e-06,0.129,0.0335
The Beatles,A Hard Day's Night - Remastered 2009,1964-09-12,0.137,0.59,154200,0.805,0.0,0.0996,0.0371
The Beatles,All You Need Is Love - Remastered 2009,1967-09-16,0.346,0.4,230387,0.48,3.1e-05,0.155,0.0295
The Beatles,Can't Buy Me Love - Remastered 2009,1964-05-09,0.283,0.483,131867,0.677,0.0,0.321,0.0593
The Beatles,Come Together - Remastered 2009,1969-12-27,0.0302,0.533,259947,0.376,0.248,0.0926,0.0393
The Beatles,Day Tripper - Remastered 2015,1966-01-22,0.12,0.665,169000,0.782,4.19e-06,0.125,0.0307
The Beatles,Do You Want To Know A Secret - Remastered 2009,1964-05-16,0.608,0.673,117013,0.349,0.0,0.38,0.0368
The Beatles,Eight Days A Week - Remastered 2009,1965-04-03,0.412,0.652,163600,0.583,0.0,0.119,0.038
The Beatles,Free As A Bird - Anthology 1 Version,1996-01-06,0.0438,0.474,265293,0.503,0.016,0.153,0.0279
The Beatles,Got To Get You Into My Life - Remastered 2009,1976-08-07,0.42,0.521,149240,0.524,9.27e-06,0.0838,0.0302
The Beatles,"Hello, Goodbye - Remastered 2009",1968-01-27,0.306,0.479,208840,0.733,2.4e-05,0.414,0.0256
The Beatles,Help! - Remastered 2009,1965-09-25,0.188,0.534,139560,0.725,0.0,0.0994,0.0332
The Beatles,Hey Jude - Remastered 2015,1968-12-14,0.0112,0.386,425653,0.607,1.38e-05,0.088,0.0261
The Beatles,I Feel Fine - Remastered 2015,1965-01-23,0.0904,0.564,139347,0.827,3.73e-06,0.127,0.0283
The Beatles,I Want To Hold Your Hand - Remastered 2015,1964-04-11,0.386,0.49,145747,0.715,0.0,0.311,0.0476
The Beatles,Lady Madonna - Remastered 2015,1968-05-11,0.141,0.65,136827,0.777,0.343,0.215,0.0294
The Beatles,Let It Be - Remastered 2009,1970-05-30,0.631,0.443,243027,0.403,0.0,0.111,0.0322
The Beatles,Love Me Do - Remastered 2009,1964-06-20,0.386,0.52,141693,0.829,6.2e-05,0.227,0.0806
The Beatles,Nowhere Man - Remastered 2009,1966-04-09,0.00797,0.534,163693,0.624,0.0,0.128,0.0462
The Beatles,P.S. I Love You - Remastered 2009,1964-06-06,0.389,0.635,124360,0.656,0.00127,0.0828,0.0291
The Beatles,Paperback Writer - Remastered 2015,1966-07-23,0.147,0.472,138200,0.856,2.78e-06,0.595,0.0562
The Beatles,Penny Lane - Remastered 2009,1967-04-08,0.212,0.651,180893,0.488,0.026,0.136,0.0316
The Beatles,Please Please Me - Remastered 2009,1964-04-11,0.334,0.527,120853,0.48,0.0,0.0702,0.028
The Beatles,She Loves You - Mono / Remastered,1964-04-18,0.26,0.377,140920,0.916,0.0,0.074,0.0481
The Beatles,She's A Woman - Remastered 2009,1965-01-02,0.367,0.72,182880,0.513,0.000364,0.0677,0.0317
The Beatles,Something - Remastered 2009,1969-11-22,0.198,0.396,182293,0.338,2.62e-06,0.138,0.0304
The Beatles,Strawberry Fields Forever - Remastered 2009,1967-04-01,0.336,0.39,247320,0.502,0.000138,0.0713,0.178
The Beatles,The Ballad Of John And Yoko - Remastered 2015,1969-08-02,0.00465,0.651,179480,0.892,2.85e-06,0.127,0.0313
The Beatles,The Long And Winding Road - Remastered 2009,1970-07-11,0.756,0.299,218187,0.329,0.0105,0.0559,0.0279
The Beatles,Ticket To Ride - Remastered 2009,1965-06-12,0.0457,0.519,189680,0.85,0.0,0.233,0.0678
The Beatles,Twist And Shout - Remastered 2009,1964-05-02,0.641,0.482,155227,0.849,7.74e-06,0.0414,0.0452
The Beatles,We Can Work It Out - Remastered 2015,1966-02-12,0.0635,0.378,135693,0.677,0.0,0.183,0.0298
The Beatles,Yellow Submarine,1966-10-01,0.208,0.616,159160,0.636,0.0,0.517,0.0325
The Beatles,Yesterday - Remastered 2009,1965-11-06,0.879,0.332,125667,0.179,0.0,0.0886,0.0326
The Beatles,You've Got To Hide Your Love Away - Remastered 2009,1965-11-27,0.207,0.398,129120,0.392,0.0,0.102,0.0282
The Beau Brummels,Just a Little,1965-06-12,0.354,0.498,146333,0.525,0.0,0.108,0.0439
The Bell Notes,I've Had It,1959-03-30,0.816,0.542,162560,0.781,0.0283,0.263,0.109
The Bellamy Brothers,Let Your Love Flow,1976-05-08,0.0611,0.679,198760,0.553,7.16e-06,0.139,0.0316
The Bells,Stay Awhile - Remastered,1971-05-15,0.787,0.601,203013,0.249,0.0428,0.0803,0.0349
The Bench Men,Don't Worry Be Happy,1988-10-15,0.831,0.684,210646,0.402,0.00953,0.152,0.103
The Best of the Worst,It Doesn’t Really Matter,2000-10-21,3.69e-05,0.46,83058,0.771,0.449,0.64,0.0362
The Big Bopper,Chantilly Lace,1958-11-17,0.841,0.489,145267,0.806,2.96e-05,0.0687,0.0858
The Black Eyed Peas,I Gotta Feeling,2010-02-20,0.0519,0.746,289493,0.793,0.0,0.421,0.0265
The Black Eyed Peas,Just Can’t Get Enough,2011-06-25,0.164,0.482,219440,0.622,0.0,0.0903,0.259
The Black Eyed Peas,Meet Me Halfway,2010-01-02,0.00442,0.799,284387,0.629,3.91e-05,0.301,0.0949
The Black Eyed Peas,Rock That Body,2010-06-26,0.0172,0.715,268840,0.907,8.39e-05,0.426,0.0993
The Black Eyed Peas,The Time (Dirty Bit),2011-02-26,0.0661,0.816,307640,0.814,2.76e-06,0.602,0.0663
The Blackbyrds,Walking In Rhythm,1975-05-17,0.0188,0.68,254560,0.665,0.00029,0.056,0.0313
The Bobby Fuller Four,I Fought the Law - Single Version,1966-03-19,0.105,0.593,138360,0.804,2.22e-06,0.047,0.0319
The Box Tops,Cry Like a Baby,1968-05-11,0.344,0.666,152400,0.465,4.82e-06,0.497,0.0307
The Box Tops,The Letter,1967-10-28,0.252,0.638,112800,0.428,0.0,0.132,0.0687
The Brothers Four,Greenfields,1960-06-06,0.863,0.466,182027,0.125,0.0,0.121,0.0372
The Brothers Johnson,I'll Be Good To You,1976-07-31,0.417,0.756,288093,0.661,0.000929,0.0605,0.0371
The Brothers Johnson,Stomp! - Single Version,1980-05-31,0.154,0.859,247133,0.782,0.0297,0.0693,0.0369
The Brothers Johnson,Strawberry Letter 23,1977-10-01,0.269,0.73,299067,0.622,0.00874,0.111,0.0532
The Browns,The Old Lamplighter,1960-05-09,0.977,0.604,141120,0.105,0.0,0.0993,0.0357
The Browns,The Three Bells,1959-10-19,0.893,0.47,169573,0.159,0.0,0.124,0.0403
The Buckinghams,Don't You Care,1967-05-20,0.0967,0.41,148800,0.566,0.0,0.263,0.0443
The Buckinghams,Kind of a Drag,1967-03-11,0.857,0.271,126520,0.783,0.00965,0.285,0.0457
The Byrds,Mr. Tambourine Man,1965-07-24,0.513,0.456,149467,0.47,3.76e-05,0.444,0.0294
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1966-01-08,0.135,0.451,229360,0.818,2.92e-05,0.052,0.0439
The Calling,Wherever You Will Go,2002-04-13,0.0367,0.558,208600,0.719,0.0,0.115,0.0267
The Capitols,Cool Jerk,1966-07-09,0.339,0.704,166747,0.574,0.0,0.0705,0.0611
The Capris,There's a Moon Out Tonight,1961-03-06,0.867,0.508,133880,0.488,0.0,0.272,0.0336
The Caravelles,You Don't Have To Be A Baby To Cry,1963-12-28,0.705,0.6,121267,0.329,7.22e-06,0.319,0.0315
The Cars,Drive - 2017 Remaster,1984-10-20,0.115,0.261,234332,0.703,0.00078,0.102,0.0414
The Cars,Shake It Up - 2017 Remaster,1982-03-20,0.134,0.686,211960,0.827,5.03e-05,0.126,0.0321
The Cars,Tonight She Comes - 2017 Remaster,1986-01-18,0.0123,0.627,237668,0.909,0.0164,0.129,0.0274
The Cars,You Might Think,1984-05-19,0.109,0.728,184717,0.855,0.000576,0.113,0.0333
The Cascades,Rhythm of the Rain,1963-04-06,0.627,0.659,146360,0.66,0.000217,0.136,0.0441
The Casinos,Then You Can Tell Me Goodbye,1967-03-18,0.699,0.257,180613,0.403,0.54,0.135,0.0315
The Cat and Owl,Don’t Let Me Down,2016-10-22,0.994,0.723,254769,0.0401,0.944,0.0884,0.0447
The Chainsmokers,Paris,2017-04-29,0.0215,0.653,221507,0.658,1.66e-06,0.0939,0.0304
"The Chainsmokers, Coldplay",Something Just Like This,2017-07-15,0.0498,0.617,247160,0.635,1.44e-05,0.164,0.0317
